Date,Close,High,Low,Open,Volume
2019-01-02,326.8504638671875,328.31088345431635,323.22456804996455,324.21496695125404,926800
2019-01-03,317.2485656738281,324.44157263382596,316.66102701522203,323.16580587259153,781000
2019-01-04,328.8647766113281,329.79641633839645,320.61418625374586,323.28326286431724,647800
2019-01-07,329.7796325683594,334.2028720490792,326.8503925733678,328.12615906891295,714500
2019-01-08,333.9763488769531,336.44397037938705,330.35885438060956,333.85045504809574,642900
2019-01-09,335.88995361328125,338.3743519902434,331.78563620552086,335.3108164868586,640500
2019-01-10,335.31085205078125,336.5027066499731,331.7185365627654,334.9919039630733,487100
2019-01-11,333.9763488769531,335.41999121433486,327.0603079935096,331.5423076002836,706500
2019-01-14,332.7257385253906,335.6885592989422,328.26889236881556,329.7461148329791,919700
2019-01-15,336.3263854980469,336.6705123046121,330.1909131881257,332.8347855250706,846600
2019-01-16,346.6754150390625,354.05307632555315,336.9308213271275,337.48477987534443,1331500
2019-01-17,346.2388000488281,349.9486327506993,338.8275617169877,344.9630335739975,917200
2019-01-18,352.05548095703125,352.9871209985786,347.1370147627619,350.0662558039847,1031800
2019-01-22,347.1453552246094,351.84558752484384,345.0386380610534,349.50386002698644,905600
2019-01-23,342.8479309082031,347.9594237292171,338.886310733706,346.66685437696776,660100
2019-01-24,341.23651123046875,345.2400886099636,337.2413096966269,342.3696069006524,838400
2019-01-25,344.081787109375,347.53980696689814,343.4103107785628,345.14772216589796,573000
2019-01-28,340.2292175292969,342.34433570637134,337.7448194311935,340.64050473828354,640400
2019-01-29,342.12615966796875,345.80241271697037,341.0098670330886,345.38274959474103,602800
2019-01-30,342.7220764160156,344.91273124805383,337.2580799457957,343.45231176949795,869900
2019-01-31,348.38751220703125,349.1261233705924,340.9510942763291,340.9510942763291,750100
2019-02-01,349.839599609375,350.4858716513711,345.903157139475,350.36837928655655,585900
2019-02-04,350.8216552734375,351.45952591501225,346.78449736872074,349.5794429895982,534800
2019-02-05,350.46905517578125,351.7952049503688,347.5230119402969,350.9390758109202,523400
2019-02-06,349.487060546875,353.17168937025554,348.3791437779509,351.20766906945573,424600
2019-02-07,348.3287353515625,350.7375971768463,344.1321048227196,347.77477704805125,469400
2019-02-08,345.60101318359375,347.52305201118327,340.87560191105155,345.9283371284985,567000
2019-02-11,346.3899841308594,348.2113079098279,344.96311913449875,347.27126652530137,595600
2019-02-12,357.1417236328125,357.34315373784557,348.6813006225573,349.3191967741016,617300
2019-02-13,358.7700500488281,364.05779568280343,357.6369543803458,358.14055530124983,803500
2019-02-14,355.3538818359375,356.94019481662514,350.79634734345797,356.21838667860413,542500
2019-02-15,362.54693603515625,363.11767166234426,356.87308313821404,356.87308313821404,600300
2019-02-19,361.80841064453125,363.42830432935165,359.3743693873377,359.5925768175421,438000
2019-02-20,366.97027587890625,367.19688477729795,360.7172841875783,362.4043383848961,563300
2019-02-21,365.1236572265625,367.28073160708783,363.3023338016969,366.4498069044939,451800
2019-02-22,366.5505065917969,366.7435608217946,363.80591938223307,365.5433049954098,400300
2019-02-25,368.4054870605469,373.33232834794063,367.65849997222637,368.6992563886663,516300
2019-02-26,369.7484436035156,371.82998221576764,365.6861070590336,367.3479824875886,472000
2019-02-27,370.9906311035156,373.2484209303489,368.3635356505248,369.44627376422335,461100
2019-02-28,372.0061950683594,373.26518448911133,369.630912964791,370.9906174409303,512100
2019-03-01,372.4678039550781,379.30833344296246,371.0661434494389,375.6488576420019,657200
2019-03-04,367.0625,375.1787952754241,364.317912665071,374.24715552828184,686100
2019-03-05,365.7854919433594,368.4833016214536,364.6268765021558,367.2485755829029,433500
2019-03-06,363.53594970703125,367.0371924565508,363.13849180976894,365.7855355965814,272700
2019-03-07,357.89508056640625,367.8659826050187,355.6539600918882,367.40929317337714,467400
2019-03-08,356.3051452636719,356.79567023257783,352.83773817919626,355.67932976088167,587100
2019-03-11,362.0475158691406,363.1384861622501,357.6667556408087,358.58857404962305,593100
2019-03-12,361.8276062011719,364.51695069318725,361.01573397525175,363.3414303233496,504700
2019-03-13,365.21044921875,366.52975130745324,360.6943727137345,363.933422195998,606700
2019-03-14,366.7242126464844,368.27184629109144,364.5930128493182,368.27184629109144,501700
2019-03-15,366.6565856933594,371.11348206579834,366.1322510163554,366.89338283165,1756900
2019-03-18,372.5173034667969,372.7456352340285,368.6777836277842,368.7285240205024,550700
2019-03-19,367.5191955566406,374.9529475393442,366.7411331290374,374.26792637792033,948500
2019-03-20,363.58673095703125,367.62921345577934,361.5908470063722,367.2063595299314,881600
2019-03-21,363.9588317871094,366.7835188254755,358.7492939447561,362.46193812687335,472400
2019-03-22,352.96466064453125,362.32665392530544,351.0787484176242,360.7029091004254,585300
2019-03-25,351.31549072265625,354.7744326302485,349.5310337910349,353.5058708925956,411000
2019-03-26,357.455322265625,357.996561829525,354.3008229237875,355.6793307482606,494900
2019-03-27,354.892822265625,359.8740276281585,353.2605866488589,358.24181782034543,425000
2019-03-28,359.400390625,359.9670261215293,355.3917445160989,356.38120803994036,342700
2019-03-29,361.43011474609375,365.3457457337372,360.4321858014325,363.4090677717439,455900
2019-04-01,370.7498779296875,371.8070127455518,363.14694678390197,364.9990490460126,498900
2019-04-02,369.1092224121094,372.1960510780718,368.2804193808305,370.7498977989745,423100
2019-04-03,371.32489013671875,374.4793633748508,369.8364363094053,371.45174113133044,337800
2019-04-04,373.66748046875,374.39480249855364,371.19802848139415,371.4094554026585,375200
2019-04-05,376.4245300292969,377.88758793983226,372.62728462781587,374.79232024277985,458400
2019-04-08,377.3041076660156,378.60647915558053,374.73314860904185,375.9509699618739,398400
2019-04-09,371.9507751464844,377.1349685037763,370.859804770884,376.6867443663523,460900
2019-04-10,374.44561767578125,374.5978388953438,371.4095295771591,373.46459346811935,402900
2019-04-11,377.27874755859375,379.5114288542476,374.53866215843453,376.34002415630124,412700
2019-04-12,384.2472839355469,386.767476267265,379.4605754398607,379.4605754398607,628700
2019-04-15,382.1414489746094,386.5729746412391,380.37392307100066,385.94713342584004,590800
2019-04-16,394.55657958984375,394.85258252316004,383.1056871449202,383.1902630985759,1030700
2019-04-17,395.35992431640625,396.45089458602024,391.07220545946467,394.92863089596386,628200
2019-04-18,393.837646484375,396.94984482857666,393.837646484375,396.45088035020893,530400
2019-04-22,392.4253234863281,393.81229666458154,390.8438540320919,392.1969916718881,432900
2019-04-23,400.89080810546875,400.89080810546875,392.32378522919333,392.4083611584744,687400
2019-04-24,406.08343505859375,407.94397631801496,399.6898617731738,400.89077793711186,1008500
2019-04-25,401.2461242675781,406.3457418822476,399.68999901663614,404.1553615140153,598700
2019-04-26,405.0771179199219,405.4830411327481,399.0472173761869,401.8042071627926,469000
2019-04-29,405.8044128417969,407.2759361012164,404.7641829945451,405.93972918193185,366900
2019-04-30,410.37127685546875,410.887172074658,403.884711972842,405.7198835900149,567600
2019-05-01,405.20391845703125,412.2402124378042,404.84870988109543,411.72431734048666,488600
2019-05-02,402.9036560058594,406.0835255920205,398.72585741006816,405.52535534706965,436100
2019-05-03,408.0539855957031,408.39226353077964,402.90362854297877,402.98820447898595,403300
2019-05-06,402.86981201171875,404.7726545213596,397.372711428312,399.95213564897483,434400
2019-05-07,392.2138977050781,400.8062920630846,388.2306211875902,400.53565937252836,709500
2019-05-08,393.6515197753906,397.02588485913736,388.70412512631566,390.86913452954013,454800
2019-05-09,392.5944519042969,392.7974135050015,384.08663402206616,387.9515246255136,435500
2019-05-10,391.56268310546875,393.7953639244319,383.3170326513039,390.59012436753716,484000
2019-05-13,374.46246337890625,384.2811434326853,372.27208348030496,383.2070781101271,703900
2019-05-14,377.0672302246094,381.4649206755553,375.79866864940783,375.79866864940783,426800
2019-05-15,375.79876708984375,377.51557898126174,371.6294331480065,373.37158943625815,424200
2019-05-16,378.23431396484375,381.14355059813505,376.99112257905387,377.61696384447396,449100
2019-05-17,373.4306945800781,378.3357889773506,372.3143542080806,373.65902637068854,496900
2019-05-20,370.4960632324219,372.3481650603408,367.4430709882232,371.7730900494759,465700
2019-05-21,373.51531982421875,375.76490572819046,372.2721282933121,372.8049283506942,307000
2019-05-22,371.38409423828125,373.87045114859603,369.0499327118805,372.2467068068006,331000
2019-05-23,366.9441223144531,367.76443399785825,362.89317524940196,367.76443399785825,577600
2019-05-24,368.525634765625,370.61453403892244,367.71373670491863,369.57430416617876,277300
2019-05-28,363.07086181640625,369.3206556774912,363.07086181640625,368.8724315162667,462600
2019-05-29,361.9037170410156,362.3435015957661,357.4214762180392,360.60134566766936,390700
2019-05-30,360.7704772949219,364.90600071047476,358.41941070851317,362.36887738087023,412400
2019-05-31,351.4423828125,355.83160900252403,350.98569330705817,355.83160900252403,534600
2019-06-03,355.11273193359375,356.78724281912343,351.1294550645567,351.5692138688066,581400
2019-06-04,367.48541259765625,367.7137444144808,357.86125361790357,366.5382239825935,558300
2019-06-05,373.3824768066406,375.37657389789035,364.5709430930847,369.55619882443744,605800
2019-06-06,374.3028564453125,376.33102205533856,371.76335186565905,373.5103096494934,675300
2019-06-07,378.4614562988281,378.7085956559028,373.70630574170696,374.9504806319322,504000
2019-06-10,378.2057800292969,382.6285936939369,377.91604212143903,380.8390115510931,525000
2019-06-11,377.6177978515625,382.0661761406602,374.8823087791988,381.8446011357019,536800
2019-06-12,380.28515625,381.74237612155304,375.8623419320884,377.8905335931217,430100
2019-06-13,382.01507568359375,382.9695126886413,379.8079336078068,380.8049691908998,325900
2019-06-14,380.898681640625,382.7479226445159,378.90458468174137,382.7479226445159,343500
2019-06-17,375.061279296875,381.60601234678376,374.62665938123524,380.6430712495845,346400
2019-06-18,382.89276123046875,388.6875713093247,377.0041978851747,377.7882144519736,535400
2019-06-19,387.69903564453125,388.78129414034083,382.86716691381054,384.50336283508557,544300
2019-06-20,396.7577819824219,397.8400667601738,389.020002359708,389.020002359708,729100
2019-06-21,399.0245361328125,402.38212557270066,395.1726940067201,396.3657401513987,1056900
2019-06-24,394.8999938964844,401.3084006856641,393.2808579707022,398.70923748306774,397500
2019-06-25,390.60504150390625,394.59326192476016,388.5853799481467,394.58473180642005,454100
2019-06-26,392.8206787109375,393.25529860419465,388.14222129606276,392.13041535485615,434300
2019-06-27,395.8203430175781,398.04451902664374,393.17005125260147,394.1159840197515,352900
2019-06-28,399.9278259277344,402.5354930975287,396.78328151596116,399.29722142456126,634300
2019-07-01,403.02130126953125,406.6089961928186,399.6381471393463,404.68306193039075,471100
2019-07-02,400.4136047363281,403.1661540708542,398.53882531269596,403.05536656728674,347000
2019-07-03,405.08355712890625,406.55781111659246,401.54701717294574,401.6833430162186,343900
2019-07-05,407.9297790527344,407.98943785520567,402.4076469078591,405.04087826209815,383100
2019-07-08,402.60369873046875,406.66858572116377,402.1861390833564,403.98422540631026,414600
2019-07-09,403.77972412109375,405.8419840863468,398.9734189343507,400.74596697732426,445500
2019-07-10,405.2454528808594,406.1913596571608,402.5440323818957,403.7797030782881,504900
2019-07-11,409.1058654785156,409.651246897378,404.28252583748076,406.48966787350327,390600
2019-07-12,411.1425476074219,411.45784988694146,406.1317275803094,407.4952200920985,472400
2019-07-15,410.4949035644531,411.6027265874684,408.38148889791165,411.4919390838756,416400
2019-07-16,406.63446044921875,412.0202145546768,406.3873211385507,411.1595310350979,409700
2019-07-17,401.37664794921875,406.14885958048046,398.95646066622385,404.78536682776837,511200
2019-07-18,404.90460205078125,404.9472006255075,400.5329168178912,401.25724862697183,498300
2019-07-19,403.28546142578125,411.602742558132,402.6548568503465,405.8931288943907,887400
2019-07-22,403.54962158203125,404.81938681505864,396.996358663247,402.71450225457653,647800
2019-07-23,406.881591796875,409.6256106585912,405.3732435368438,406.03794246575876,449200
2019-07-24,406.6174011230469,410.49483305045504,405.4754838320541,405.60330554252874,593400
2019-07-25,403.8223876953125,406.1062230351556,400.6096796091852,406.1062230351556,494900
2019-07-26,407.4867248535156,408.07470484303053,402.1094477297137,404.2484268166979,418000
2019-07-29,407.60601806640625,410.21368553419427,404.5126019902274,406.4555704173333,363300
2019-07-30,407.6912536621094,407.7423823586093,402.86791390944137,404.7853180475614,391300
2019-07-31,398.54736328125,407.623071143202,396.69814804700394,407.2822044923531,421000
2019-08-01,385.14263916015625,398.53890554850415,383.26783335262274,396.42549045696285,734500
2019-08-02,381.9639587402344,384.93805735755654,376.4759197858882,383.4808374570283,527700
2019-08-05,367.5621032714844,374.2687524157132,363.7187650375082,373.2205621683224,647600
2019-08-06,371.3031311035156,373.16090222065117,366.62467386423214,371.03045342222265,418100
2019-08-07,366.7696228027344,368.81484882142223,360.86399789013313,363.6591461838472,574000
2019-08-08,372.9307861328125,373.6295795596843,367.8006749394737,369.8459005244934,499900
2019-08-09,363.3096618652344,370.7917965687543,362.90063236391893,370.7151035372576,650000
2019-08-12,354.8816833496094,362.97738974682477,353.1943583381806,358.1199555059123,665900
2019-08-13,362.4575500488281,364.0511477999956,352.45296952949593,354.98394406710986,877200
2019-08-14,350.5611267089844,357.1655187751113,350.2543545283674,353.44149799047045,793400
2019-08-15,348.7970886230469,355.52932805098885,346.1638568647863,352.41034769485174,612700
2019-08-16,357.4552001953125,360.2247835269785,352.29099458662995,352.29099458662995,544300
2019-08-19,362.6536560058594,364.68184821615966,360.61695968142914,364.02567909195994,473000
2019-08-20,356.45819091796875,360.8213460488556,355.8105261385085,360.8213460488556,401700
2019-08-21,358.7079162597656,362.15072877499733,358.0091228173729,360.30148778846143,351200
2019-08-22,357.0632019042969,361.25593638620376,355.0435406989496,360.4719198222377,551900
2019-08-23,347.05010986328125,357.0376548878186,345.19236474939294,355.3077315007656,853300
2019-08-26,345.53326416015625,350.99573852812216,343.88856377033653,350.82529220518995,812300
2019-08-27,349.82818603515625,350.16052248940963,345.3542440288866,346.5387599129057,1068800
2019-08-28,352.6659851074219,352.77677261097773,346.31726300517715,347.6977897278907,590700
2019-08-29,359.6539611816406,362.0315240402034,355.35043769416376,357.0633273718822,699700
2019-08-30,360.0970764160156,362.90075510130293,358.7080192496112,362.1423026336736,466300
2019-09-03,354.3533020019531,358.75905565314554,351.6859758849535,358.75905565314554,540200
2019-09-04,357.03338623046875,359.6361450754312,354.0097011940254,357.58313046423257,525000
2019-09-05,364.8330078125,369.35133795565446,361.4914987228759,362.34192311469576,888800
2019-09-06,364.0685729980469,366.0442812082242,361.7922369035924,364.9705352943778,467200
2019-09-09,370.0987243652344,371.8338882194787,364.9533164325106,366.7572147011893,724700
2019-09-10,367.942626953125,372.8990282542689,362.0155552298711,371.0865578809113,734800
2019-09-11,371.79962158203125,372.92493165317444,364.0944182391225,368.74159467497657,605100
2019-09-12,373.44873046875,375.59622173079,368.2861530861682,371.86818004562775,602200
2019-09-13,380.50115966796875,382.07313826271815,375.44168288575196,376.3693877600071,586500
2019-09-16,374.2734069824219,380.21767507990774,371.47309584935874,377.24555413841296,697400
2019-09-17,377.254150390625,377.56340282266837,373.397263739639,375.338604598112,675300
2019-09-18,380.6729431152344,382.2105543964103,377.03937799593484,380.1489415484553,641700
2019-09-19,381.3773498535156,385.6465643393427,379.76243192438216,381.007961363492,517700
2019-09-20,381.7296142578125,384.08325718578334,379.5219861109697,383.2500292112494,1228200
2019-09-23,383.2842712402344,384.8991627346677,378.18182963415205,378.7659409968935,647100
2019-09-24,379.779541015625,386.52266900777295,377.21974813777194,385.77534622223885,765400
2019-09-25,382.416748046875,382.7345726357744,375.6392514109419,379.676546440338,597500
2019-09-26,383.1125183105469,384.1518969506572,379.8053758580158,382.0130036115091,516700
2019-09-27,383.2242431640625,386.13622865857775,378.77464607118577,385.3287695766115,539200
2019-09-30,382.8033142089844,385.67236013296645,382.25354372044904,384.9078404625657,362500
2019-10-01,372.538330078125,385.40611177930134,372.17753988213775,382.79475412666227,597000
2019-10-02,361.087890625,368.7930931479721,358.6054034470661,368.0801373218465,743200
2019-10-03,360.44354248046875,362.16153564108663,353.2279764487729,359.82509010856177,505400
2019-10-04,367.1695556640625,367.39290319720766,359.99692789570025,361.7664590203909,349800
2019-10-07,363.50164794921875,366.99774462285893,361.87813159041485,364.8674495672844,566900
2019-10-08,354.9031066894531,361.0019889658521,353.69191810466606,360.2374692617911,498400
2019-10-09,358.3476867675781,360.20309668418025,355.5902883176684,357.17943755266145,380800
2019-10-10,361.1050720214844,364.9705575470142,358.2617947654214,358.2617947654214,587400
2019-10-11,372.8045349121094,374.4366232552308,365.46869640119917,367.6505551667807,733500
2019-10-14,372.9849548339844,373.23407122042835,369.0507614289174,371.3356958276984,709800
2019-10-15,381.7810363769531,384.81329322329015,373.7064476398563,376.08588491824344,834700
2019-10-16,383.4561767578125,384.31517358129076,381.4461273366136,382.2535864478434,482800
2019-10-17,387.1240539550781,390.3109243689865,385.68951793306337,386.5399162766147,544600
2019-10-18,382.2878723144531,386.7116997711271,381.9099116953881,385.4575720157732,527900
2019-10-21,389.6838684082031,390.31954382582313,384.00591250260646,384.0230830002988,568600
2019-10-22,386.8233337402344,391.06677880594265,385.6894519996698,389.6666102313129,403100
2019-10-23,392.613037109375,392.8363846442838,385.1139863378161,386.4024814124448,374000
2019-10-24,390.5514221191406,394.69179228571744,388.01737150231725,393.0596776704088,404600
2019-10-25,394.96661376953125,395.6538267566108,387.98299365139513,391.5306274776189,475400
2019-10-28,400.7734680175781,403.29892022219957,396.4011782901953,396.4011782901953,584100
2019-10-29,400.42999267578125,404.4071524637267,399.0899596269255,399.3906137807916,473700
2019-10-30,401.0998840332031,401.62385938869727,395.67961745555147,399.7770218977068,323600
2019-10-31,396.59869384765625,401.09982711120864,393.42039631737384,398.76335558668296,429500
2019-11-01,403.0155029296875,405.1028586692211,400.5587586772842,400.6016980275134,441500
2019-11-04,409.33770751953125,409.56962719761026,406.2281435753991,407.92036816893784,544100
2019-11-05,414.4143371582031,416.51888939199034,408.7020147994195,409.3376639183362,716800
2019-11-06,420.5132751464844,422.2656096370911,414.9641372827286,416.5361160109057,792800
2019-11-07,421.0458068847656,425.53836886310427,420.5132331487805,422.79816741486013,756500
2019-11-08,421.0887145996094,422.57478815007653,417.180290567904,420.7794884075561,356200
2019-11-11,418.15093994140625,419.88610354359895,416.948350008476,417.81591870232506,414100
2019-11-12,418.15093994140625,418.86389554698457,416.10652394817754,418.3313218777222,365300
2019-11-13,417.10302734375,419.10447808886033,412.80804391136877,414.4916700768026,330100
2019-11-14,416.2612609863281,417.1546250087333,413.8990197589747,416.5876839684282,413300
2019-11-15,421.7330017089844,422.5232901871576,415.7543921699064,417.5325215849225,342100
2019-11-18,422.4029846191406,423.11596648556923,419.7830554443995,421.60412406330767,303700
2019-11-19,423.3135681152344,425.8733877477282,421.87905828994866,423.48537794299875,350600
2019-11-20,419.8861999511719,423.23628203870385,416.7594654076422,421.40661476391705,438800
2019-11-21,416.5962219238281,420.47887750462894,414.5002679142856,420.04937916192756,526700
2019-11-22,416.6133728027344,418.9927840720382,415.84028106517513,416.6133728027344,483100
2019-11-25,422.506103515625,423.1074116903381,416.06362827726576,417.6785462646676,434700
2019-11-26,421.67291259765625,422.1625208051921,418.76090113297187,421.56123882970087,525100
2019-11-27,424.5247497558594,424.89413825812863,419.9291121897303,421.2777432938212,299700
2019-11-29,425.1260070800781,426.8354019118823,423.8804515341582,426.5347478613676,239600
2019-12-02,420.6506652832031,425.7960467704808,419.97205059723836,425.4438550021826,379800
2019-12-03,417.2662353515625,417.6527681285728,411.18452418161826,416.3041632650059,465700
2019-12-04,418.0650939941406,423.4853609180619,417.18032846717165,417.18032846717165,730800
2019-12-05,424.0412292480469,424.24881378248955,417.3126134453592,419.552599695024,460600
2019-12-06,428.763427734375,432.17098162896565,425.38181860980575,428.51261069519563,507000
2019-12-09,429.8964538574219,430.7786025557742,425.59809372913975,427.50077204992255,372800
2019-12-10,427.2671813964844,430.6315025885897,426.2466519835028,430.5190664612607,354100
2019-12-11,427.1634216308594,430.1298879844298,426.0477437545334,427.4834159194396,469600
2019-12-12,434.2639465332031,435.6217844670264,426.8261375890468,427.2758821443543,535800
2019-12-13,431.22821044921875,435.7687294347383,428.5298491036343,433.80550501311967,455600
2019-12-16,434.20330810546875,438.3200535234589,433.4854853305991,435.55248869912947,426900
2019-12-17,434.41094970703125,436.9449855812626,432.5169023952243,435.48336868048995,425100
2019-12-18,431.9893493652344,435.172057439529,430.84775307096163,435.172057439529,542900
2019-12-19,434.4541931152344,435.7687720961894,431.5828487793358,431.85961058378683,428300
2019-12-20,432.0757751464844,437.93087287113354,431.9287636006052,437.93087287113354,967600
2019-12-23,432.1363830566406,434.86934655778396,430.36340244697254,433.83150296219975,361200
2019-12-24,432.1191101074219,433.0877500865561,430.216405581651,432.68989507169323,126400
2019-12-26,435.23260498046875,435.24991909084457,432.19696107060514,432.2920831038282,157000
2019-12-27,435.0337219238281,436.3655888050228,433.8315525150719,435.2412801092689,221700
2019-12-30,433.1568603515625,435.88982352340804,432.07578440036355,435.88982352340804,276200
2019-12-31,434.76556396484375,434.9298896393748,430.942867358563,433.0877317884964,296900
